Test_Tweet,VaderSent,NaiveBayes_VaderSent,LogisticReg_VaderSent,RandomForest_VaderSent
anyway good movie watch netflix chick flick lovey ish lol askyourfollowers,Positive,Positive,Positive,Positive
burning sand good flick rhe ending fuxked whole movie hate outta 5 4 star netflix movie,Negative,Positive,Positive,Positive
theperfection パーフェクション ⭐️⭐️ come saying fuck watch might movie otherwise prepared madnessnot necessarily good way ips1sttake netflix,Positive,Positive,Positive,Positive
got ta say really good movie watch korean english sub 😀 spacesweepers netflix,Positive,Positive,Positive,Positive
wuss good gangster movie netflix watch,Positive,Positive,Positive,Positive
good movie love twist see coming highly recommend watching film nice blend comedy 👹🔪 horror netflix,Positive,Positive,Positive,Positive
watched mary witch flower last night j got ta say damn impressive story good definitely recommend 810 movie netflix feelgood,Positive,Positive,Positive,Positive
thevault netflix good easy tv moment kicked flow voicemail club otherwise would watch good actor good acting safe movie,Positive,Positive,Positive,Positive
workit fun movie extremely talented cast hope see movie good job netflix,Positive,Positive,Positive,Positive
good film watch netflix anyone netflix film movie,Positive,Positive,Positive,Positive
interesting watch movie country familiar netflix lot different country watched spanish movie secuestro kidnapped boymissing biancaportillo think good 👍,Positive,Positive,Positive,Positive
finally getting around watching birdbox hope good buzz sandrabullock birdbox netflix movie,Positive,Positive,Positive,Positive
bouta look good horror movie netflix good way end night,Positive,Positive,Positive,Positive
experiment via netflix good as movie thats sum fukd shit toem tho,Negative,Positive,Negative,Positive
3 da good movie watch netflix,Positive,Positive,Positive,Positive
movie stuck love pretty damn good netflix thuglife,Positive,Positive,Positive,Positive
movie pretty good bad got pause netflix — watching brotherly love 2015 film,Positive,Positive,Positive,Positive
good movie extremelywickedshockinglyevilandvile whith 😍👍 thanks joeberlinger tedbundy tueurenserie netflix,Positive,Positive,Positive,Positive
freaking good movie 🎥 47metersdown uncaged netflix,Positive,Positive,Positive,Positive
good movie netflix 🎬🎬,Positive,Positive,Positive,Positive
need good netflix movie ppl help,Positive,Positive,Positive,Positive
good movie watch netflix helpme,Positive,Positive,Positive,Positive
good meal followed movie 📺 book 📚 😊 unwind relax selfcare chill wellness health relaxation wellbeing food movie netflix read deagonbm,Positive,Positive,Positive,Positive
movie good recommend everyone watch movie whattowatch moviestowatch netflix hulu hbomax starz showtime beyonce,Positive,Positive,Positive,Positive
movie good af netflix kungfu,Positive,Positive,Positive,Positive
anybody good netflix recommendations💭❔❓ netflix show movie questionoftheday,Positive,Positive,Positive,Positive
new looking recover holiday excitement good tv show movie netflixs 2018 new release covered,Positive,Positive,Positive,Positive
watching 105 netflix must syfy movie week pretty good movie especially stoned smoke peep,Positive,Positive,Positive,Positive
heard rt hunger game good movie netflix,Positive,Positive,Positive,Positive
return company good stats book lowrated sappy netflix romance movie,Positive,Positive,Positive,Positive
good laugh movie package suddenly miss comedy series workaholic hehe anyway nw ritual netflix british horror movie,Positive,Positive,Positive,Positive
home sick cold resting instead decided watch new io movie netflix hour 36 minute get back actor deserved much better script simply deserved actual script good 😝😒😩👎🏽,Positive,Positive,Positive,Positive
fall grace good movie especially liked tyler shined light mistreatment senior citizen blacklifetime tylerperry netflix,Positive,Positive,Positive,Positive
forgot good movie casino scorsese deniro netflix,Positive,Positive,Positive,Positive
netflix really good movie low,Positive,Positive,Positive,Positive
clickbait soooo freaking good love movie good plot twist netflix,Positive,Positive,Positive,Positive
good movie watch netflix yall,Positive,Positive,Positive,Positive
episode 230 thelovebirds chat make movie funny importance cast chemistry amp whether trauma actually good mending relationship trouble crime caper romcom netflix today listen gt,Positive,Positive,Positive,Positive
watching evil genius documentary netflix really good although title sound like mike myers spyspinoff movie,Positive,Positive,Positive,Positive
care good movie want kick as damn man 🔥 lastseenalive netflix,Positive,Positive,Positive,Positive
boyhood 2014 imdb really good movie netflix,Positive,Positive,Positive,Positive
netflix movie day trailer park boy say goodnight bad guy 2008 imdb 79 year season 7 finale boy poised live good life old enemy thr link whattowatch netflixsg singapore movie,Negative,Positive,Negative,Negative
pretty soon joined good friend dan chat top5 netflix original movie admittedly need help fave netflix flick 🍿🎞,Positive,Positive,Positive,Positive
nw ouridiotbrother paul rudd look like funny movie good story 😉 netflix,Positive,Positive,Positive,Positive
watching movie called 2its good sound netflix,Positive,Positive,Positive,Positive
watched angelas christmas amp there angelas christmas wish cute netflix wish full length movie v 30min still worth watch though feel good warm inside movie 2017 2020,Positive,Positive,Positive,Positive
watching outlaw king far good movie waited almost hour half still seen chris pine pine netflix outlawking woodcock,Positive,Positive,Positive,Positive
superb performance 💫 good movie 💫💫💫💫💫 thank netflix,Positive,Positive,Positive,Positive
bros look pretty good already movie show proud integrity representation really reassuring see filmmaker proud said youre interested brosmovie check netflixs extremely charming single way meantime,Positive,Positive,Positive,Positive
movie trash netflix really good,Positive,Positive,Positive,Positive
finished watching heysinamika netflix good movie good concept modern day relationship need handled conversation lot meaning,Positive,Positive,Positive,Positive
watched good movie netflix experiment 2010,Positive,Positive,Positive,Positive
nice feel good movie enjoyed thought christmassy picked son told watch glad christmas netflix movie,Positive,Positive,Positive,Positive
watched redlight netflix good movie time work hooray lol,Positive,Positive,Positive,Positive
already watched documentary painful informative hoping movie also good 🙂 blonde marilynmonroe anadearmas netflix filmtwitter,Positive,Positive,Positive,Positive
watching chef netflix wanting cubano food right good movie,Positive,Positive,Positive,Positive
watching acaliforniachristmas netflix amp seriously requirement insanely good looking movie guy 🔥 amp girl super gorgeous plus cute movie far,Positive,Positive,Positive,Positive
hollywood ‘ make good movie anymore netflix highwayman thehighwaymen,Positive,Positive,Positive,Positive
clearly inspired wide range influence year spacesweepers good bit scifi fun movie netflix,Positive,Positive,Positive,Positive
good movie thats netflix netflix bored wideawake,Positive,Positive,Positive,Positive
going lapswim critiquegroup hot writing wip tonight suggestion good movie redbox netflix home,Positive,Positive,Positive,Positive
streaming world still see ukrainerussian war movie complete stuntmen superheroes rescuingand good guy winning end many people watching many war movie couchsafe secure ukrainerussianwar netflix cnn msnbc,Negative,Positive,Negative,Negative
mood good dramatear jerker movie suggestion netflix,Positive,Positive,Positive,Positive
robin williams voice good morning instagram love moviegtgtgtgmv netflix rip rw …,Positive,Positive,Positive,Positive
netflix privacy bad movie fan rejoice netflix might get incognito mode news,Positive,Positive,Positive,Positive
good time moviestreaming show fan marvel dc starwars mcu dceu disneyplus hbomax paramountplus netflix,Positive,Positive,Positive,Positive
